Hit	#	query_length	percent_match	strand_orient.	NA	NA	CIGAR_format	query_id	database_id
N	*	*	*	.	*	*	*	c4a0fcb67bd8ace9174287c3c51a4f7f	*
H	970	245	99.2	+	0	0	467I245M676I	c4c8527eed4a53abd490ed2bc9c1f81e	Rb-28F.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c48ad0d95596241935c7506ed50b5110	*
H	714	245	99.2	-	0	0	583I245M370I	c53de928e6541d38d4ba89d3c62fabfc	Panama88A2.Panama.Wild.Bd.Inhibitory
H	1076	245	99.2	+	0	0	407I218MI27M612I	c5416a997605c7f0b206bf07ea47320e	Panama121C.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c4a1800404be1ecc52cbce90d412d756	*
H	86	245	100	-	0	0	35I245M246I	c56ce58ab274e029be8e2263382a5757	Mada.2582.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c50eb2895d9c4efbbb36853c7b99a73b	*
N	*	*	*	.	*	*	*	c4ae23dcde9f209d4513189c6d6186e3	*
N	*	*	*	.	*	*	*	c4eec8c2d58090d3e9e4928991e1dd30	*
N	*	*	*	.	*	*	*	c54b26e8eaff854b748732b6f6910495	*
N	*	*	*	.	*	*	*	c4cc06dbccb67da2779c44a688e075a9	*
H	219	245	99.6	-	0	0	35I245M507I	c5978d0066223cbeedb80176af04fab3	Mada.3167.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c541c1fc120bb8593c795bc43ebc38d2	*
N	*	*	*	.	*	*	*	c54a8f6e43b5574f03b7a512db25ae61	*
N	*	*	*	.	*	*	*	c549fe2b54cdc525fd0fe5cb2700c825	*
N	*	*	*	.	*	*	*	c55e742a723c3a767948776e1fb2f0b3	*
N	*	*	*	.	*	*	*	c56c5dbc43af1ba1570146a43c1ced69	*
N	*	*	*	.	*	*	*	c5723f1cf956d904f951f35e63019ac6	*
N	*	*	*	.	*	*	*	c59eb1ea46172fc9b61ba094efba615f	*
N	*	*	*	.	*	*	*	c5cff10394595097c5dd5dc2c0601ac2	*
N	*	*	*	.	*	*	*	c5cfc8f97d151eb8e376633081308f47	*
N	*	*	*	.	*	*	*	c63771a86cf2659fda3f9179b3d6ce51	*
N	*	*	*	.	*	*	*	c60d7d522fcf7797c91fe191925bf8dd	*
N	*	*	*	.	*	*	*	c63877fd14c016a7b0f85a3c34129485	*
N	*	*	*	.	*	*	*	c6195562cb3c33c7dad4f0226d3fcf3d	*
N	*	*	*	.	*	*	*	c64326e486a94ca81869a02bc6c1f026	*
N	*	*	*	.	*	*	*	c6763d5574347d257297def9640c0fe8	*
N	*	*	*	.	*	*	*	c5f3105ca0aaa8f2763a5d63a8745ed9	*
N	*	*	*	.	*	*	*	c65a48a49672f24aeba7bb28de1f2a25	*
N	*	*	*	.	*	*	*	c67f1c69bee363493f681d45806ec731	*
H	317	245	100	-	0	0	54I245M284I	c6d4356dfc175a69279d5bff2a0a3081	Mada.3069.Madagascar.Wild.Bd.Inhibitory
H	337	245	99.6	-	0	0	56I245M469I	c6e19afff376550ddc8af1cab53c1af4	DE_0301.Germany.Wild.Bsal.Inhibitory
H	1488	245	99.6	-	0	0	85I245M447I	c6efa6b178c2b603b8344adb92a206ca	Mada.1489.Madagascar.Wild.Bd.Inhibitory
H	213	245	99.6	-	0	0	64I245M423I	c6f7572ce3dceb4ff6ebb7ef14ee252c	Mada.1498.Madagascar.Wild.Bd.Inhibitory
H	718	245	99.6	-	0	0	67I245M279I	c74cd6ee957d62712b030be9deeac8c7	Mada.1403.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c6f638d525eb777468eaed50806f1bdd	*
N	*	*	*	.	*	*	*	c71c6fb52be634b5e5944ba879e7552a	*
N	*	*	*	.	*	*	*	c73c6506f94582b1de12ec56976d051f	*
N	*	*	*	.	*	*	*	c6e750c3a53e2ad02741724d37146b6a	*
N	*	*	*	.	*	*	*	c725c67c05d19abf224efdbe49c4198e	*
N	*	*	*	.	*	*	*	c74445a32bccc92c646854e2e48382d4	*
H	160	245	99.6	-	0	0	76I245M290I	c7d5c599c1772eff64acae3d5439b3ae	Mada.1618.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c7711e1a039789e74e363bfa0f3cef63	*
N	*	*	*	.	*	*	*	c7a72bbe6bab3f9a757b24d1e7b1a6af	*
N	*	*	*	.	*	*	*	c75a8e770054b1d73abda2c37db6b7a0	*
N	*	*	*	.	*	*	*	c765ab71ea0b95edd1335195d68448fc	*
N	*	*	*	.	*	*	*	c7d3dd01898689056161d16c82899b1b	*
N	*	*	*	.	*	*	*	c7d29618396d9c9559e3933c423f07b0	*
N	*	*	*	.	*	*	*	c80fd3c4c9da50979fc3b8927d9291fd	*
N	*	*	*	.	*	*	*	c829c79b8f0954bfc6303f8cd4b017e8	*
H	683	245	100	+	0	0	436I245M685I	c8b9ce05690dff43b38f50d90a352842	MD_S.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c7d73df38552d5dd46d835ba0e42443d	*
N	*	*	*	.	*	*	*	c882ad324fc09eb794a7002795673b22	*
N	*	*	*	.	*	*	*	c863e4ceaf85e42c44ca277f7b990798	*
N	*	*	*	.	*	*	*	c863abc463fdabc3ab51af8be755dec0	*
N	*	*	*	.	*	*	*	c8a5af7abe05b8b0c4c4ac797cd7e9dd	*
N	*	*	*	.	*	*	*	c8a5558377972f447034942e82de5507	*
N	*	*	*	.	*	*	*	c89a07151d9212ada8977cd71a5377de	*
N	*	*	*	.	*	*	*	c8b23ab49bd7bfaeb565765b1364326f	*
N	*	*	*	.	*	*	*	c8cb8655c9549d2b2aa8ade993c0c855	*
N	*	*	*	.	*	*	*	c8f9ca812fb034abcdc570e60b84d3ec	*
N	*	*	*	.	*	*	*	c8f9aab231dccb92f86269189df56786	*
N	*	*	*	.	*	*	*	c8e437a3ba48d28415c0e33a8d0ac450	*
N	*	*	*	.	*	*	*	c910c476caa3d80296cf2cec077582ad	*
N	*	*	*	.	*	*	*	c8ff90be71f03675f881036d7836702a	*
H	534	245	100	-	0	0	77I245M270I	c92c3c2b2dfc3268f2e4c5af6767b5c5	Mada.1678.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c91dc467d698b947d18a52671c22c4ad	*
N	*	*	*	.	*	*	*	c927532a18408b642a329d1db3ad378a	*
H	879	245	99.6	-	0	0	66I245M460I	c9f096097a2f167a7ce88a867cdf0db8	Mada.3373.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c95d50c927aeb8620e1370028306fb44	*
N	*	*	*	.	*	*	*	c9bb5a8bffb498828fb19c279ce9043f	*
N	*	*	*	.	*	*	*	c973f38bbb6f0abde6d19c8d16044797	*
N	*	*	*	.	*	*	*	c9a64e8b316a6fbe93dcb4e4260d6d62	*
H	972	245	99.6	+	0	0	469I245M688I	c9ec920b7b9b4828d4cc83bf08264a5f	CH24-3.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c9ea1d109f472ed31d9de7e06874398a	*
N	*	*	*	.	*	*	*	c960add18786a09fadf156ee1d01ad93	*
H	1165	245	99.2	-	0	0	71I245M361I	ca022fbb63e310187a345b1cf73058a4	Mada.276.Madagascar.Wild.Bd.Inhibitory
H	105	245	99.6	-	0	0	35I245M246I	ca77a35e33b85908445ce6a36adcf035	Mada.1078.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	c9fa825b756bb13ee7294a600cb21f2d	*
N	*	*	*	.	*	*	*	ca064b8fe4a55cbddab159612f5e0305	*
N	*	*	*	.	*	*	*	c9fbc2c76ae80b34f9abeeaec6ea61ba	*
N	*	*	*	.	*	*	*	ca261d2849747934b6b6c17bf5ef75f0	*
N	*	*	*	.	*	*	*	ca07ba8b7fd8eb706120946e137f915d	*
N	*	*	*	.	*	*	*	ca4cc339c6e840bdc324ddc5945953ad	*
N	*	*	*	.	*	*	*	ca0b3dc1173cbf636571d0075ecf4693	*
N	*	*	*	.	*	*	*	ca40395d77d843160253eb6adffac522	*
H	85	245	99.6	-	0	0	615I245M420I	ca8f7f8e2df20a041d716f335377ae3e	Panama140H.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	ca6ba8ab7ae33923d05344f1195ceb7e	*
H	972	245	100	+	0	0	469I245M688I	cb10ebdf8755bef8bf4655b78c8f6302	CH24-3.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	ca8821a4da66380268179640e48a0f9e	*
N	*	*	*	.	*	*	*	ca7edb9bb13786ed817a1f81706dd512	*
N	*	*	*	.	*	*	*	cabfeb31c2e1b5043c1328b617b6975c	*
H	122	245	99.2	-	0	0	76I245M291I	cb3392fd3d111e388bededf5d60eb5a5	Mada.1640.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cb06ad670d70993ef1967ac336826813	*
N	*	*	*	.	*	*	*	cb13b4d57a190920790c063e6ea0647e	*
H	878	245	99.6	-	0	0	79I245M469I	cb9e6949f766b76dddfd842ce2771572	Mada.2405.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cb6c8b41a859d6d79ecfd880b7b5729e	*
N	*	*	*	.	*	*	*	cb1e4df00f08eaf502641db3d101da7c	*
N	*	*	*	.	*	*	*	cb57e9c15d3874df8c3503b89123ee49	*
N	*	*	*	.	*	*	*	cb49ad88bd8a1f1b0f0fcc558fb8ebcb	*
N	*	*	*	.	*	*	*	cb217b5131e423628d217e1e8a580ff0	*
N	*	*	*	.	*	*	*	cb38dea97ef1b678ee12a3f032bacd61	*
N	*	*	*	.	*	*	*	cb9bca6a0d3b61cdd1f4f3cfd89f79c1	*
H	78	245	100	+	0	0	406I245M474I	cbe15fa3f9498ff65a26cef8f7c9575d	CM_I.USA.Wild.Bd.Inhibitory
H	306	245	99.6	-	0	0	582I245M378I	cc31138865007c1e18e49ec388fb7885	Panama142A2.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cb7e6e8c1e4dec36f615617d9391dd3c	*
N	*	*	*	.	*	*	*	cb8b7bd38f7b34df910fdcbf10fae647	*
H	164	245	100	+	0	0	11I245M670I	cca4af7c1be410f8a9d223f67eb67492	Australia1208.Australia.Wild.Bd.Inhibitory
H	160	245	99.6	-	0	0	76I245M290I	cd1f6574d604920e7ee63f63da393bf9	Mada.1618.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cbb16226b6f9db3633188a996abd46be	*
H	611	245	100	-	0	0	68I245M418I	cca462f469f1984c7854f477e232a154	Mada.2134.Madagascar.Captive.Bd.Inhibitory
N	*	*	*	.	*	*	*	cc3f5125fbdda78c6f05954b1220aa7d	*
N	*	*	*	.	*	*	*	cc3ffad065821967b09f37ee29056605	*
N	*	*	*	.	*	*	*	cc3f76a87e30e6ba79fa56f368984246	*
N	*	*	*	.	*	*	*	cca433354d747236469b9f4422cb3d5e	*
N	*	*	*	.	*	*	*	cbf5c199f036ef657e6d15b561dd7e2c	*
N	*	*	*	.	*	*	*	cce8a1afc36bee16cd1393727dff42f1	*
N	*	*	*	.	*	*	*	ccec335a82e3a1bce03991275d72ca3e	*
N	*	*	*	.	*	*	*	ccce02ec9baf42a9be0787ac74b93aad	*
H	62	245	99.6	-	0	0	65I245M304I	cde3b4784e2e8fa7af089e626da3ee50	Mada.1421.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cd33e64fa2f85327cb69612343f107eb	*
N	*	*	*	.	*	*	*	cd502a26a3f45ab3752fd37278651c8b	*
N	*	*	*	.	*	*	*	cd5831b60ae57bd7174472e330750d3e	*
H	1258	245	99.6	+	0	0	464I245M680I	cdd6f51779eed63969cf6933e1ad12eb	PRE15E.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cd55be73c6681c6db2d1f8d7731977f9	*
N	*	*	*	.	*	*	*	cd67c61e3ed48ee91a6d1761b98891de	*
N	*	*	*	.	*	*	*	cdcc07e7c9d520cd3e768222d960c9f4	*
N	*	*	*	.	*	*	*	cd611c2e479dfd7f23747f6bb4107de6	*
N	*	*	*	.	*	*	*	cdab2dc0d51f03600aa1d487eeff7016	*
N	*	*	*	.	*	*	*	cda941f41ac844b0d33a80a78037d68d	*
N	*	*	*	.	*	*	*	ce0944243c4eccb6a861497a579f64d1	*
N	*	*	*	.	*	*	*	ce0f8b440d795470e1207b9d6baaa3b8	*
N	*	*	*	.	*	*	*	ce1d76b9db58049697ef57f2edde9565	*
N	*	*	*	.	*	*	*	ce13a095e9d89ddf3a56a6e5a2985c44	*
N	*	*	*	.	*	*	*	ce2f912f8d1ca391bbaf7a6e9d7c9930	*
N	*	*	*	.	*	*	*	ce21e2cef6eb44c20992ff7ef5ab0fad	*
N	*	*	*	.	*	*	*	ce3bad47f7f3fbfc9d0adc8cb3992bd5	*
N	*	*	*	.	*	*	*	ce60f95da6367a9519df5b8b2a3b3f2d	*
H	46	245	100	-	0	0	56I245M428I	cea97d3e8eb9e0230882b077c0603049	DE_0404.Germany.Wild.Bsal.Inhibitory
N	*	*	*	.	*	*	*	ce71bceba17802631e9f64f8633dfd0c	*
H	714	245	99.6	-	0	0	583I245M370I	cf0a0ada22635a44e85a570b4676500b	Panama88A2.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	ce9b4fa62c3d6bb98137b82060435a42	*
N	*	*	*	.	*	*	*	ce93a8328cab699accb4611adb91330d	*
N	*	*	*	.	*	*	*	cea2ac79fc0b147d16bb8605480eccd1	*
N	*	*	*	.	*	*	*	cea4a91bf7959071ffffe477655fb2c0	*
H	625	245	99.2	-	0	0	72I245M410I	cf7f97d03cbd1b4871e228aa33a46442	Mada.1072.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cea5ab663826e9d9503123eaa0d9bdde	*
N	*	*	*	.	*	*	*	ceba7af727b1a8620a85e9002f5ebaca	*
N	*	*	*	.	*	*	*	ceeaa05c3682b56bfff922311a6f6923	*
N	*	*	*	.	*	*	*	ced0f55ebc5f5691b5c588ebbacb12fb	*
N	*	*	*	.	*	*	*	ceb60e44e88b3cd134c41a42960d5b8d	*
N	*	*	*	.	*	*	*	cf4f9b4576e9fccbe57138256a97e50e	*
N	*	*	*	.	*	*	*	cf2d72597e87d44ef5616e5a9c4543c7	*
N	*	*	*	.	*	*	*	cf5839ffd17c9f5350d9fa6c31492095	*
H	120	245	99.6	+	0	0	205I245M129I	d088d352063d1014c76cc39ffbe54824	THA3.3.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	cfb4959d278a4b82d4ceb4bd7d420f61	*
N	*	*	*	.	*	*	*	cf6cd6735bbf118dd4eb0333484544e9	*
N	*	*	*	.	*	*	*	cfcb455919e421b7b97ca30393cf9cf1	*
H	35	245	99.6	-	0	0	56I245M479I	d0aa73aec7cd414e25e1cb096d168444	DE_0042.Germany.Wild.Bsal.Inhibitory
N	*	*	*	.	*	*	*	cfb66da77124b9e156fe8c12cabbd69e	*
N	*	*	*	.	*	*	*	d0005be4ef29547a00d54deb7538e360	*
N	*	*	*	.	*	*	*	d06e3ba10aeb6743e8742b3e2c1d9869	*
N	*	*	*	.	*	*	*	d00e0cf1dbef0a64a8f351250930514b	*
N	*	*	*	.	*	*	*	d071ae10c7c3240a15c508841f2a9dd8	*
N	*	*	*	.	*	*	*	d082c43a31b2a278438f53ac30238ce7	*
H	878	245	100	-	0	0	79I245M469I	d09de3455a7d4a5c9891e3c845c231ff	Mada.2405.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d0926a1f9d5730a83fd73226904a6c41	*
N	*	*	*	.	*	*	*	d0aa3bf9a9e0a77d60f3a77265e490b6	*
H	711	245	100	+	0	0	456I245M144I	d1215fe4ed044c2150a6c8d4245e6d18	Panama07A.27F.Panama.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	d0c3f135c0068701de6e5449a754f3f2	*
N	*	*	*	.	*	*	*	d0afd273184cf2da889250bdf06104c0	*
N	*	*	*	.	*	*	*	d0e3a05e5a8ee334ffcbf09b38a6f94d	*
N	*	*	*	.	*	*	*	d1185a73a382eef7e3df1d327b25fc8d	*
H	43	245	99.2	-	0	0	56I245M428I	d169f2d030de928464c693fe06c312f5	DE_0205.Germany.Wild.Bsal.Inhibitory
N	*	*	*	.	*	*	*	d10a72e6a0fb8358ebcd85d4fda8ba91	*
N	*	*	*	.	*	*	*	d0f7a1445d12320c93b1c7b12793d966	*
N	*	*	*	.	*	*	*	d11f39dcb4fe090ecbe26bd8d8d1ec12	*
N	*	*	*	.	*	*	*	d0e4715a10c21fae08a0e65a229beaae	*
N	*	*	*	.	*	*	*	d11caf4ec24a7428a737a1da3f247106	*
N	*	*	*	.	*	*	*	d10e72dc7c4e3752daa52e4f49cd971f	*
N	*	*	*	.	*	*	*	d1642c57ce4870a64827a522f0a9ba0a	*
N	*	*	*	.	*	*	*	d1796a0440e64bbd46f16da0393dd84a	*
N	*	*	*	.	*	*	*	d1a810e7bba4a60dc61764698d645dc8	*
N	*	*	*	.	*	*	*	d17d0fb2a932143e8ae053e7cdfb7060	*
N	*	*	*	.	*	*	*	d1e0d53ce1d8be457d515c4aa471220e	*
N	*	*	*	.	*	*	*	d24c0a1699b489e7a58e7feb7838bd61	*
N	*	*	*	.	*	*	*	d1ebc8fa50d7d7d18a2512aa2e561b8f	*
N	*	*	*	.	*	*	*	d214b29d9999cd02e1aa26fdf9f347f5	*
N	*	*	*	.	*	*	*	d1ec5d39365af750df7af8c9616af630	*
N	*	*	*	.	*	*	*	d24a575ffabe78c7b08b04a76c59ed4e	*
H	176	245	99.6	+	0	0	465I245M669I	d286e6c28a395a7521f0bef45331832b	CP12F.USA.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	d235dcb3f5f07a01bbd0910c526c5c1e	*
N	*	*	*	.	*	*	*	d269867f594a0cb429db9faa9a13b329	*
N	*	*	*	.	*	*	*	d24dbf1a15739aeccd9c05b6ce5e87b9	*
N	*	*	*	.	*	*	*	d269a3ac98b34b35864d18ab29c23c5f	*
N	*	*	*	.	*	*	*	d2854f7419c78e87a624a857576ec157	*
N	*	*	*	.	*	*	*	d281b86dd79b195aeb75e1714037ae57	*
N	*	*	*	.	*	*	*	d2982d16669dfb7a3814ffe245136dc3	*
N	*	*	*	.	*	*	*	d2e060c8c0d44223d0b48d386dbe3c99	*
N	*	*	*	.	*	*	*	d2b8bc263dda6ef10b3bb9b654afeeab	*
N	*	*	*	.	*	*	*	d2ee281e8e2c9e453c6f5408a2eedfc5	*
N	*	*	*	.	*	*	*	d34da65809d6d6ece8eb3cc4d7dc460e	*
N	*	*	*	.	*	*	*	d2a65326a52ae42290e00aed00d9794c	*
N	*	*	*	.	*	*	*	d35462670883f7b50feb71d20eb2ba1c	*
N	*	*	*	.	*	*	*	d365ee3ab244a7cde3fbd13e2b3c2f3e	*
N	*	*	*	.	*	*	*	d35c7775f1dd2898094882e48e30623a	*
H	154	245	100	-	0	0	49I245M517I	d3ec0765d9f8a963311ae0e9572903c8	Mada.3789.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d3777db9a089108ed63ed1ae963dde00	*
N	*	*	*	.	*	*	*	d373094b9ee6d2d2fbabbbaf96de8fea	*
N	*	*	*	.	*	*	*	d37ac9ece89d011987385565ece0d0ae	*
N	*	*	*	.	*	*	*	d3fb3648f133bbb9a44f24249c54f660	*
N	*	*	*	.	*	*	*	d3a040a740f43d968002053ea08295b5	*
N	*	*	*	.	*	*	*	d3d239f90954d394258db421a61bf22e	*
N	*	*	*	.	*	*	*	d38454a4275a34a32de669f61d88a737	*
N	*	*	*	.	*	*	*	d3e668d07f462538aa79f9c723b21aa8	*
N	*	*	*	.	*	*	*	d40ed4a56bf8220a10134dd0417b67cd	*
N	*	*	*	.	*	*	*	d4086007f7f180f92df8166595a8a440	*
N	*	*	*	.	*	*	*	d435bf46c6dd98be16867835cedabc64	*
H	967	245	99.2	+	0	0	475I245M685I	d479e708c95b2fd6d17f293efa3c7843	HP11L.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d46fc27c0df958163ef66d2cc37f1ccb	*
N	*	*	*	.	*	*	*	d42dba576ea77f07188dc520d89cbb25	*
H	45	245	99.6	-	0	0	56I245M432I	d4e9d902d9a280f007bbfb52c63cc50a	DE_0741.Germany.Wild.Bsal.Inhibitory
H	155	245	100	+	0	0	456I245M226I	d5435f59fd08e2211443d719d27ff188	SFA1.7.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d47edaa7ce3a616663ad75bb24489c4c	*
N	*	*	*	.	*	*	*	d48e5673b20363bc551dcbc0f0ed3f81	*
N	*	*	*	.	*	*	*	d4bdb43f8a1b6e786fb70f77d57c74f4	*
N	*	*	*	.	*	*	*	d4c785bd9468ccd2272082c1ea2fc36c	*
N	*	*	*	.	*	*	*	d4b45bd5065b0b0ebbb7ec4577ab9800	*
N	*	*	*	.	*	*	*	d4bc7bb62af5d7091fff7a01bb33d667	*
N	*	*	*	.	*	*	*	d4c3a7987d285846e77789599fe70cf4	*
N	*	*	*	.	*	*	*	d4cf7e96d2fa2959ff7f0c06d9147622	*
N	*	*	*	.	*	*	*	d50104da38c5444734a079dc00a0e55c	*
H	1173	245	100	+	0	0	438I245M673I	d57604d239c3346fba32829ab5a17488	645K.USA.Wild.Bd.AP.Assay.Inhibitory
H	625	245	99.6	-	0	0	72I245M410I	d61343a7ddde3f78742cc21178d760f8	Mada.1072.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d568eea5c38d75344c76e5345528ed08	*
N	*	*	*	.	*	*	*	d5451f8112e0765c8574042d9fd0b500	*
H	450	245	99.2	-	0	0	55I245M336I	d58ad69f32e18b1626038c3eeb8a19a8	Mada.3447.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d57e5d6b958210bd128d6f7e4a31a971	*
H	972	245	99.2	+	0	0	469I245M688I	d5f6e0870ac9a84db8d2b30413be981c	CH24-3.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d583cabee4cc3c5880d9f81caddcebde	*
N	*	*	*	.	*	*	*	d59ed2fe15e79b35aaf4470414cdc597	*
N	*	*	*	.	*	*	*	d5e6f595845b2ff2c94414f583d372ae	*
N	*	*	*	.	*	*	*	d63bb40c5e1a6bdae24acb81cb1a3844	*
N	*	*	*	.	*	*	*	d60cf83c9741ffccd119e056d976e755	*
N	*	*	*	.	*	*	*	d642df992b30e7aca58ce0611047bf89	*
N	*	*	*	.	*	*	*	d682e4b61b3d006f5187fc90bc65bda1	*
N	*	*	*	.	*	*	*	d66637eeeac88c4d141c9b4bfb434ffe	*
N	*	*	*	.	*	*	*	d64fc8f33f96e24fc4f94f4742b4ae4a	*
N	*	*	*	.	*	*	*	d69f11d5ee755942099b44158136eece	*
N	*	*	*	.	*	*	*	d6be72ddb175e376559727aabd84a1d6	*
N	*	*	*	.	*	*	*	d6dc7cad4af088332092f1e0e810bc98	*
N	*	*	*	.	*	*	*	d6ccce895e724b04c4748e31aaa138c7	*
N	*	*	*	.	*	*	*	d6ec1d31fcc5932fe39741b91674b3a5	*
N	*	*	*	.	*	*	*	d6f1ebaf17e5b9e819669b61ab98e280	*
N	*	*	*	.	*	*	*	d6e5a64e86e8b19e41e79319f71aa41b	*
N	*	*	*	.	*	*	*	d6f42e08179c2a08bec1b51e9a0c1a84	*
N	*	*	*	.	*	*	*	d71f65105c9b4ab87857423427786864	*
N	*	*	*	.	*	*	*	d7304cace55f7ff9dc6919c0241dc2d8	*
N	*	*	*	.	*	*	*	d6f4964ecf83c3da5ff1fa62bf5deb05	*
N	*	*	*	.	*	*	*	d7621f3f8ff7b382940890b4012fd632	*
N	*	*	*	.	*	*	*	d7480d6168032b229fec534783eeaa0e	*
N	*	*	*	.	*	*	*	d76796e6cd0e8313606c81e71a31c3d1	*
N	*	*	*	.	*	*	*	d766e655c2d94177d4eca51ad7a0571c	*
H	528	245	100	-	0	0	82I245M502I	d7c8fd66ac5f83184bca3862ddfcc1da	Mada.3398.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d785166c349fef9fe0dcacc803dcb94e	*
N	*	*	*	.	*	*	*	d788747acd45542815ddb63ea904d8c1	*
H	656	245	99.2	+	0	0	406I245M618I	d861c7d7f5f66e9e6b56f9e1f3f2068c	Panama165A.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d7c03eb9ff5c73e803ffedcb04ba908d	*
N	*	*	*	.	*	*	*	d7c8893a24642d8d1f802009bcc9d177	*
H	567	245	99.5	+	0	0	52D193M550I	d828185aaa50f89895c380376ac90d02	Franklin55.1.Colorado.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d812cca0fb0e15a61a7844f9911d5426	*
H	337	245	99.2	-	0	0	56I245M469I	d845086f18ab9e0a6bb51f3fb4200d7b	DE_0301.Germany.Wild.Bsal.Inhibitory
N	*	*	*	.	*	*	*	d7c92d7e9b4fb57203599aaeef038e32	*
N	*	*	*	.	*	*	*	d7e7f5013311b0fb6a9b198e633467ea	*
N	*	*	*	.	*	*	*	d861d49401445586a03b08c631324ce0	*
N	*	*	*	.	*	*	*	d83d302ca88b57642d3abbd773ee3f74	*
N	*	*	*	.	*	*	*	d869359646d02b2c2bcc570002fca987	*
H	237	245	99.6	-	0	0	49I245M443I	d920d48af59645f2239f7807c166a1d7	Mada.3799.Madagascar.Wild.Bd.Inhibitory
H	195	245	99.6	-	0	0	84I245M315I	d87b59199e443abadb782866bc1f1e5a	Mada.2008.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d874b773bbbb12b49ee4565d420a1302	*
N	*	*	*	.	*	*	*	d86f5ff8b67c47954d48c060cba39186	*
N	*	*	*	.	*	*	*	d8763c025dc0e473658dbe2c26085ed8	*
N	*	*	*	.	*	*	*	d86bd7b7ff6ec0f5308cf7904295e95e	*
N	*	*	*	.	*	*	*	d899a66c4f76249be941c7e22aa3c155	*
N	*	*	*	.	*	*	*	d88bb456e36e35dad8eab059469a122e	*
H	892	245	100	+	0	0	452I245M678I	d9658e3cb3bbe606e15e18c9582c5d4d	BFE9A.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d8a6def751adb2480d61d42d56beeeaa	*
N	*	*	*	.	*	*	*	d8ac95afd67e36781ab7f29335338c9a	*
N	*	*	*	.	*	*	*	d912285a05973ce6e17f9b65223171cd	*
N	*	*	*	.	*	*	*	d903a089396f70b833fac9ced1382daa	*
H	160	245	99.2	-	0	0	76I245M290I	d9eea9dc50d89f5e2520ad3ce6d2d901	Mada.1618.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	d9536b3d0588ef5f73bd8c1f117bd2f3	*
N	*	*	*	.	*	*	*	d92dba994ee4ad7904036b3f1ee05912	*
N	*	*	*	.	*	*	*	d93411438b29ff4ad6b898a77718412e	*
N	*	*	*	.	*	*	*	d93e0eaab1075e368b0c5d977cc9817d	*
N	*	*	*	.	*	*	*	d934533e84537834e86d7623bd5390bf	*
N	*	*	*	.	*	*	*	d966f60b27066dbbfdf8832b29022eec	*
N	*	*	*	.	*	*	*	d9773f3b516549827bbadc322fc937b7	*
N	*	*	*	.	*	*	*	d995f874f6bfcbab7e12cd8fde31f2c5	*
N	*	*	*	.	*	*	*	d995fd7c5877f1ad43faebb1a228dd61	*
N	*	*	*	.	*	*	*	d9e47258109aaa747589959b7b215672	*
H	927	245	99.6	-	0	0	19I245M390I	da21cf166cbc3d37dbebf4eab5ab31e0	Mada.1165.Madagascar.Wild.Bd.Inhibitory
