KO	Temperature	Dose	delta	Level1	Level2	Level3	Gene	Product	EC	EC2	EC3	Full
K12372	T22	5.00E+04	-0.000723624	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+04	-0.000723624	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+04	-0.000723624	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+04	-0.000723624	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+05	-0.004673847	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+05	-0.004673847	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+05	-0.004673847	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+05	-0.004673847	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+06	0.000748545	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+06	0.000748545	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+06	0.000748545	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	5.00E+06	0.000748545	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	0	-0.00311505	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	0	-0.00311505	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	0	-0.00311505	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T22	0	-0.00311505	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+03	-0.002762928	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+03	-0.002762928	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+03	-2.76E-03	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+03	-2.76E-03	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+04	-4.77E-03	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+04	-0.004770799	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+04	-0.004770799	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+04	-0.004770799	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+05	-0.005153733	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+05	-0.005153733	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+05	-0.005153733	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+05	-0.005153733	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+06	-0.001873229	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+06	-0.001873229	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+06	-0.001873229	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	5.00E+06	-0.001873229	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	0	0.004602737	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	0	0.004602737	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	0	0.004602737	Protein families: signaling and cellular processes	Enzymes	Transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K12372	T6	0	0.004602737	Environmental information processing	Membrane transport	ABC transporters	dppF	dipeptidetransportsystemATP-bindingprotein				 dppF; dipeptide transport system ATP-binding protein
K13069	T14	5.00E+03	0.007096784	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T14	5.00E+04	0.002501888	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T14	5.00E+05	0.015123822	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T14	5.00E+06	0.021839304	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T14	0	0.001254689	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T22	5.00E+03	-0.004064911	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T22	5.00E+04	-0.001034203	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T22	5.00E+05	-0.015118111	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T22	5.00E+06	0.002802344	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T22	0	-0.007980878	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T6	5.00E+03	8.84E-06	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T6	5.00E+04	1.95E-05	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T6	5.00E+05	-0.000202336	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T6	5.00E+06	0.00021334	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13069	T6	0	6.97E-05	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	E2.7.7.65	diguanylatecyclase	2.7.7.65			 E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13408	T14	5.00E+03	0.000881486	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+03	0.000881486	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+04	0.001196216	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+05	0.001302508	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	5.00E+06	0.000295838	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T14	0	0.000123789	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+03	-0.005602823	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+04	-0.000881848	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+05	-0.01909289	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	5.00E+06	-0.001359427	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T22	0	-0.013295441	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+03	0.002216008	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+04	-0.002840624	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+05	-0.001862358	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+06	-0.000598991	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+06	-0.000598991	Protein families: signaling and cellular processes	Enzymes	Transporters	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+06	-0.000598991	Organismal systems	Environmental adaptation	Plant-pathogen interaction	raxA	membranefusionprotein				 raxA; membrane fusion protein
K13408	T6	5.00E+06	-0.000598991	Protein families: signaling and cellular processes	Enzymes	Secretion system	raxA	membranefusionprotein				 raxA; membrane fusion protein
